Vendedor	Produto	Estado	Mês	Cliente	Valor	Quantidade
MYSLAINE	Rodas aro 15"	PR	Fevereiro	Pessoa Jurídica	1020	92
KATIA	Rodas aro 16"	ES	Outubro	Pessoa Jurídica	1340	91
VANESSA	Rodas aro 17"	PI	Fevereiro	Pessoa Física	1870	91
RENATA	Rodas aro 18"	PA	Agosto	Pessoa Jurídica	1910	89
CAIO	Rodas aro 19"	AL	Fevereiro	Pessoa Física	2240	89
PRISCILA	Rodas aro 20"	SP	Junho	Pessoa Física	2479	85
MIRIAN	Rodas aro 21"	MS	Outubro	Pessoa Física	3200	85
MURILO	Rodas aro 22"	RN	Junho	Pessoa Jurídica	3921	82
ROBERTO	Rodas aro 13"	AP	Junho	Pessoa Jurídica	780	81
MYSLAINE	Rodas aro 14"	AL	Abril	Pessoa Jurídica	980	80
KATIA	Rodas aro 15"	PI	Dezembro	Pessoa Física	1020	80
VANESSA	Rodas aro 16"	AM	Março	Pessoa Jurídica	1340	79
RENATA	Rodas aro 17"	MA	Junho	Pessoa Física	1870	79
CAIO	Rodas aro 18"	CE	Setembro	Pessoa Física	1910	77
PRISCILA	Rodas aro 19"	RO	Fevereiro	Pessoa Física	2240	73
MIRIAN	Rodas aro 20"	PI	Abril	Pessoa Jurídica	2479	70
MURILO	Rodas aro 21"	AP	Junho	Pessoa Jurídica	3200	68
ROBERTO	Rodas aro 22"	AM	Janeiro	Pessoa Jurídica	3921	66
MYSLAINE	Rodas aro 13"	MT	Agosto	Pessoa Física	780	65
KATIA	Rodas aro 14"	DF	Abril	Pessoa Jurídica	980	65
VANESSA	Rodas aro 15"	MG	Janeiro	Pessoa Física	1020	62
RENATA	Rodas aro 16"	PR	Outubro	Pessoa Física	1340	60
CAIO	Rodas aro 17"	DF	Abril	Pessoa Física	1870	59
PRISCILA	Rodas aro 18"	SP	Março	Pessoa Jurídica	1910	57
MIRIAN	Rodas aro 19"	ES	Outubro	Pessoa Jurídica	2240	55
MURILO	Rodas aro 20"	AL	Março	Pessoa Jurídica	2479	53
ROBERTO	Rodas aro 21"	CE	Outubro	Pessoa Física	3200	53
MYSLAINE	Rodas aro 22"	SP	Abril	Pessoa Jurídica	3921	52
KATIA	Rodas aro 13"	RO	Dezembro	Pessoa Física	780	51
VANESSA	Rodas aro 14"	RN	Junho	Pessoa Física	980	49
RENATA	Rodas aro 15"	AP	Outubro	Pessoa Física	1020	48
CAIO	Rodas aro 16"	RR	Agosto	Pessoa Jurídica	1340	46
PRISCILA	Rodas aro 17"	CE	Junho	Pessoa Jurídica	1870	46
MIRIAN	Rodas aro 18"	TO	Outubro	Pessoa Jurídica	1910	45
MURILO	Rodas aro 19"	GO	Janeiro	Pessoa Física	2240	45
ROBERTO	Rodas aro 20"	MS	Junho	Pessoa Jurídica	2479	45
MYSLAINE	Rodas aro 21"	SP	Agosto	Pessoa Física	3200	43
KATIA	Rodas aro 22"	RN	Outubro	Pessoa Física	3921	43
VANESSA	Rodas aro 13"	DF	Junho	Pessoa Física	780	43
RENATA	Rodas aro 14"	RO	Janeiro	Pessoa Jurídica	980	42
CAIO	Rodas aro 15"	AP	Novembro	Pessoa Jurídica	1020	42
PRISCILA	Rodas aro 16"	PA	Abril	Pessoa Jurídica	1340	41
MIRIAN	Rodas aro 17"	PR	Setembro	Pessoa Física	1870	40
MURILO	Rodas aro 18"	MS	Setembro	Pessoa Jurídica	1910	40
ROBERTO	Rodas aro 19"	MT	Julho	Pessoa Física	2240	39
MYSLAINE	Rodas aro 20"	SE	Julho	Pessoa Física	2479	39
KATIA	Rodas aro 21"	RR	Janeiro	Pessoa Física	3200	37
VANESSA	Rodas aro 22"	RR	Março	Pessoa Jurídica	3921	36
RENATA	Rodas aro 13"	RS	Fevereiro	Pessoa Jurídica	780	36
CAIO	Rodas aro 14"	PB	Agosto	Pessoa Jurídica	980	36
PRISCILA	Rodas aro 15"	MS	Dezembro	Pessoa Física	1020	36
MIRIAN	Rodas aro 16"	GO	Outubro	Pessoa Jurídica	1340	36
MURILO	Rodas aro 17"	AL	Abril	Pessoa Física	1870	35
ROBERTO	Rodas aro 18"	PE	Julho	Pessoa Física	1910	34
MYSLAINE	Rodas aro 19"	RS	Agosto	Pessoa Física	2240	31
KATIA	Rodas aro 20"	BA	Janeiro	Pessoa Jurídica	2479	29
VANESSA	Rodas aro 21"	PB	Fevereiro	Pessoa Jurídica	3200	29
RENATA	Rodas aro 22"	AL	Novembro	Pessoa Jurídica	3921	28
CAIO	Rodas aro 13"	RR	Agosto	Pessoa Física	780	27
PRISCILA	Rodas aro 14"	ES	Junho	Pessoa Jurídica	980	27
MIRIAN	Rodas aro 15"	SP	Agosto	Pessoa Física	1020	24
MURILO	Rodas aro 16"	PE	Setembro	Pessoa Física	1340	22
ROBERTO	Rodas aro 17"	PA	Abril	Pessoa Física	1870	22
MYSLAINE	Rodas aro 18"	SC	Novembro	Pessoa Jurídica	1910	21
KATIA	Rodas aro 19"	PA	Junho	Pessoa Jurídica	2240	17
VANESSA	Rodas aro 20"	TO	Junho	Pessoa Jurídica	2479	16
RENATA	Rodas aro 21"	PB	Julho	Pessoa Física	3200	13
CAIO	Rodas aro 22"	SC	Abril	Pessoa Jurídica	3921	11
PRISCILA	Rodas aro 13"	PI	Janeiro	Pessoa Física	780	11
MIRIAN	Rodas aro 14"	AL	Agosto	Pessoa Física	980	10
MURILO	Rodas aro 15"	RN	Maio	Pessoa Física	1020	10
ROBERTO	Rodas aro 16"	TO	Setembro	Pessoa Jurídica	1340	8
MYSLAINE	Rodas aro 17"	SP	Julho	Pessoa Jurídica	1870	7
KATIA	Rodas aro 18"	RR	Julho	Pessoa Jurídica	1910	6
VANESSA	Rodas aro 19"	PR	Abril	Pessoa Física	2240	6
RENATA	Rodas aro 20"	AL	Novembro	Pessoa Jurídica	2479	6
CAIO	Rodas aro 21"	ES	Abril	Pessoa Física	3200	5
PRISCILA	Rodas aro 22"	TO	Janeiro	Pessoa Física	3921	5
MIRIAN	Rodas aro 13"	PA	Julho	Pessoa Física	780	4
MURILO	Rodas aro 14"	PR	Março	Pessoa Jurídica	980	109
ROBERTO	Rodas aro 15"	SC	Dezembro	Pessoa Jurídica	1020	109
MYSLAINE	Rodas aro 16"	GO	Agosto	Pessoa Jurídica	1340	108
KATIA	Rodas aro 17"	BA	Agosto	Pessoa Física	1870	108
VANESSA	Rodas aro 18"	GO	Dezembro	Pessoa Jurídica	1910	106
RENATA	Rodas aro 19"	RN	Janeiro	Pessoa Física	2240	106
CAIO	Rodas aro 20"	TO	Abril	Pessoa Física	2479	106
PRISCILA	Rodas aro 21"	AL	Maio	Pessoa Física	3200	104
MIRIAN	Rodas aro 22"	PE	Março	Pessoa Jurídica	3921	103
MURILO	Rodas aro 13"	AP	Agosto	Pessoa Jurídica	780	103
ROBERTO	Rodas aro 14"	AL	Março	Pessoa Jurídica	980	102
MYSLAINE	Rodas aro 15"	SE	Outubro	Pessoa Física	1020	101
KATIA	Rodas aro 16"	PE	Setembro	Pessoa Jurídica	1340	100
VANESSA	Rodas aro 17"	GO	Dezembro	Pessoa Física	1870	100
RENATA	Rodas aro 18"	RO	Março	Pessoa Física	1910	97
CAIO	Rodas aro 19"	AM	Novembro	Pessoa Física	2240	96
PRISCILA	Rodas aro 20"	BA	Junho	Pessoa Jurídica	2479	95
MIRIAN	Rodas aro 21"	PR	Abril	Pessoa Jurídica	3200	93
MURILO	Rodas aro 22"	RN	Fevereiro	Pessoa Jurídica	3921	92
ROBERTO	Rodas aro 13"	MA	Fevereiro	Pessoa Física	780	90
MYSLAINE	Rodas aro 14"	MA	Março	Pessoa Jurídica	980	89
KATIA	Rodas aro 15"	SP	Fevereiro	Pessoa Física	1020	88
VANESSA	Rodas aro 16"	MS	Julho	Pessoa Física	1340	87
RENATA	Rodas aro 17"	GO	Julho	Pessoa Física	1870	86
CAIO	Rodas aro 18"	MS	Abril	Pessoa Jurídica	1910	81
PRISCILA	Rodas aro 19"	AM	Setembro	Pessoa Jurídica	2240	81
MIRIAN	Rodas aro 20"	MT	Janeiro	Pessoa Jurídica	2479	77
MURILO	Rodas aro 21"	RS	Janeiro	Pessoa Física	3200	77
ROBERTO	Rodas aro 22"	SC	Março	Pessoa Jurídica	3921	76
MYSLAINE	Rodas aro 13"	PI	Março	Pessoa Física	780	74
KATIA	Rodas aro 14"	PR	Julho	Pessoa Física	980	73
VANESSA	Rodas aro 15"	RR	Junho	Pessoa Física	1020	71
RENATA	Rodas aro 16"	PB	Novembro	Pessoa Jurídica	1340	71
CAIO	Rodas aro 17"	SP	Setembro	Pessoa Jurídica	1870	69
PRISCILA	Rodas aro 18"	MT	Março	Pessoa Jurídica	1910	67
MIRIAN	Rodas aro 19"	BA	Dezembro	Pessoa Física	2240	67
MURILO	Rodas aro 20"	PB	Março	Pessoa Jurídica	2479	66
ROBERTO	Rodas aro 21"	PE	Abril	Pessoa Física	3200	65
MYSLAINE	Rodas aro 22"	AL	Agosto	Pessoa Física	3921	62
KATIA	Rodas aro 13"	PB	Junho	Pessoa Física	780	61
VANESSA	Rodas aro 14"	TO	Janeiro	Pessoa Jurídica	980	60
RENATA	Rodas aro 15"	MT	Março	Pessoa Jurídica	1020	60
CAIO	Rodas aro 16"	AP	Agosto	Pessoa Jurídica	1340	59
PRISCILA	Rodas aro 17"	RS	Novembro	Pessoa Física	1870	58
MIRIAN	Rodas aro 18"	RS	Novembro	Pessoa Jurídica	1910	56
MURILO	Rodas aro 19"	BA	Outubro	Pessoa Física	2240	55
ROBERTO	Rodas aro 20"	BA	Julho	Pessoa Física	2479	54
MYSLAINE	Rodas aro 21"	SP	Dezembro	Pessoa Física	3200	53
KATIA	Rodas aro 22"	MA	Junho	Pessoa Jurídica	3921	52
VANESSA	Rodas aro 13"	MT	Julho	Pessoa Jurídica	780	51
RENATA	Rodas aro 14"	RO	Fevereiro	Pessoa Jurídica	980	49
CAIO	Rodas aro 15"	AM	Fevereiro	Pessoa Física	1020	49
PRISCILA	Rodas aro 16"	TO	Setembro	Pessoa Jurídica	1340	49
MIRIAN	Rodas aro 17"	SE	Novembro	Pessoa Física	1870	48
MURILO	Rodas aro 18"	AP	Outubro	Pessoa Física	1910	47
ROBERTO	Rodas aro 19"	ES	Julho	Pessoa Física	2240	45
MYSLAINE	Rodas aro 20"	RS	Abril	Pessoa Jurídica	2479	42
KATIA	Rodas aro 21"	AM	Dezembro	Pessoa Jurídica	3200	39
VANESSA	Rodas aro 22"	RR	Abril	Pessoa Jurídica	3921	36
RENATA	Rodas aro 13"	DF	Abril	Pessoa Física	780	36
CAIO	Rodas aro 14"	MS	Novembro	Pessoa Jurídica	980	35
PRISCILA	Rodas aro 15"	PI	Novembro	Pessoa Física	1020	34
MIRIAN	Rodas aro 16"	AM	Novembro	Pessoa Física	1340	33
MURILO	Rodas aro 17"	MT	Junho	Pessoa Física	1870	33
ROBERTO	Rodas aro 18"	AM	Julho	Pessoa Jurídica	1910	29
MYSLAINE	Rodas aro 19"	PB	Maio	Pessoa Jurídica	2240	28
KATIA	Rodas aro 20"	PA	Outubro	Pessoa Jurídica	2479	25
VANESSA	Rodas aro 21"	AM	Agosto	Pessoa Física	3200	24
RENATA	Rodas aro 22"	PB	Julho	Pessoa Jurídica	3921	22
CAIO	Rodas aro 13"	GO	Dezembro	Pessoa Física	780	21
PRISCILA	Rodas aro 14"	MS	Agosto	Pessoa Física	980	17
MIRIAN	Rodas aro 15"	PI	Março	Pessoa Física	1020	17
MURILO	Rodas aro 16"	AL	Julho	Pessoa Jurídica	1340	15
ROBERTO	Rodas aro 17"	RO	Maio	Pessoa Jurídica	1870	14
MYSLAINE	Rodas aro 18"	PB	Setembro	Pessoa Jurídica	1910	11
KATIA	Rodas aro 19"	RS	Fevereiro	Pessoa Física	2240	10
VANESSA	Rodas aro 20"	SE	Setembro	Pessoa Jurídica	2479	9
RENATA	Rodas aro 21"	RR	Setembro	Pessoa Física	3200	8
CAIO	Rodas aro 22"	RN	Outubro	Pessoa Física	3921	7
PRISCILA	Rodas aro 13"	CE	Junho	Pessoa Física	780	6
MIRIAN	Rodas aro 14"	SE	Janeiro	Pessoa Jurídica	980	6
MURILO	Rodas aro 15"	SE	Novembro	Pessoa Jurídica	1020	4
ROBERTO	Rodas aro 16"	DF	Maio	Pessoa Jurídica	1340	3
MYSLAINE	Rodas aro 17"	SP	Julho	Pessoa Física	1870	3
KATIA	Rodas aro 18"	AC	Dezembro	Pessoa Jurídica	1910	1
VANESSA	Rodas aro 19"	CE	Junho	Pessoa Física	2240	110
RENATA	Rodas aro 20"	SP	Maio	Pessoa Física	2479	109
CAIO	Rodas aro 21"	DF	Dezembro	Pessoa Física	3200	106
PRISCILA	Rodas aro 22"	MS	Outubro	Pessoa Jurídica	3921	105
MIRIAN	Rodas aro 13"	DF	Maio	Pessoa Jurídica	780	103
MURILO	Rodas aro 14"	SC	Novembro	Pessoa Jurídica	980	101
ROBERTO	Rodas aro 15"	SP	Maio	Pessoa Física	1020	100
MYSLAINE	Rodas aro 16"	PE	Fevereiro	Pessoa Jurídica	1340	99
KATIA	Rodas aro 17"	PA	Novembro	Pessoa Física	1870	99
VANESSA	Rodas aro 18"	PI	Abril	Pessoa Física	1910	96
RENATA	Rodas aro 19"	SP	Outubro	Pessoa Física	2240	96
CAIO	Rodas aro 20"	AL	Novembro	Pessoa Jurídica	2479	93
PRISCILA	Rodas aro 21"	AM	Dezembro	Pessoa Jurídica	3200	92
MIRIAN	Rodas aro 22"	PB	Junho	Pessoa Jurídica	3921	92
MURILO	Rodas aro 13"	CE	Setembro	Pessoa Física	780	92
ROBERTO	Rodas aro 14"	AP	Agosto	Pessoa Jurídica	980	92
MYSLAINE	Rodas aro 15"	SC	Setembro	Pessoa Física	1020	91
KATIA	Rodas aro 16"	RO	Outubro	Pessoa Física	1340	89
VANESSA	Rodas aro 17"	RN	Junho	Pessoa Física	1870	89
RENATA	Rodas aro 18"	AM	Agosto	Pessoa Jurídica	1910	88
CAIO	Rodas aro 19"	RR	Novembro	Pessoa Jurídica	2240	88
PRISCILA	Rodas aro 20"	CE	Fevereiro	Pessoa Jurídica	2479	87
MIRIAN	Rodas aro 21"	RJ	Junho	Pessoa Física	3200	86
MURILO	Rodas aro 22"	MG	Maio	Pessoa Jurídica	3921	83
ROBERTO	Rodas aro 13"	CE	Abril	Pessoa Física	780	82
MYSLAINE	Rodas aro 14"	PR	Julho	Pessoa Física	980	80
KATIA	Rodas aro 15"	RJ	Novembro	Pessoa Física	1020	78
VANESSA	Rodas aro 16"	SP	Março	Pessoa Jurídica	1340	78
RENATA	Rodas aro 17"	RN	Março	Pessoa Jurídica	1870	77
CAIO	Rodas aro 18"	TO	Dezembro	Pessoa Jurídica	1910	75
PRISCILA	Rodas aro 19"	ES	Janeiro	Pessoa Física	2240	72
MIRIAN	Rodas aro 20"	AL	Setembro	Pessoa Jurídica	2479	72
MURILO	Rodas aro 21"	RJ	Setembro	Pessoa Física	3200	72
ROBERTO	Rodas aro 22"	PE	Março	Pessoa Física	3921	72
MYSLAINE	Rodas aro 13"	AM	Fevereiro	Pessoa Física	780	71
KATIA	Rodas aro 14"	TO	Novembro	Pessoa Jurídica	980	71
VANESSA	Rodas aro 15"	AC	Dezembro	Pessoa Jurídica	1020	71
RENATA	Rodas aro 16"	SP	Julho	Pessoa Jurídica	1340	70
CAIO	Rodas aro 17"	AC	Janeiro	Pessoa Física	1870	70
PRISCILA	Rodas aro 18"	BA	Abril	Pessoa Jurídica	1910	69
MIRIAN	Rodas aro 19"	DF	Março	Pessoa Física	2240	67
MURILO	Rodas aro 20"	SC	Junho	Pessoa Física	2479	66
ROBERTO	Rodas aro 21"	ES	Novembro	Pessoa Física	3200	65
MYSLAINE	Rodas aro 22"	RS	Outubro	Pessoa Jurídica	3921	62
KATIA	Rodas aro 13"	AC	Dezembro	Pessoa Jurídica	780	61
VANESSA	Rodas aro 14"	AP	Novembro	Pessoa Jurídica	980	61
RENATA	Rodas aro 15"	MS	Julho	Pessoa Física	1020	61
CAIO	Rodas aro 16"	AL	Setembro	Pessoa Jurídica	1340	60
PRISCILA	Rodas aro 17"	PB	Maio	Pessoa Física	1870	60
MIRIAN	Rodas aro 18"	MT	Maio	Pessoa Física	1910	59
MURILO	Rodas aro 19"	ES	Novembro	Pessoa Física	2240	57
ROBERTO	Rodas aro 20"	PI	Outubro	Pessoa Jurídica	2479	56
MYSLAINE	Rodas aro 21"	MG	Junho	Pessoa Jurídica	3200	54
KATIA	Rodas aro 22"	RS	Janeiro	Pessoa Jurídica	3921	50
VANESSA	Rodas aro 13"	PI	Março	Pessoa Física	780	50
RENATA	Rodas aro 14"	PB	Fevereiro	Pessoa Jurídica	980	49
CAIO	Rodas aro 15"	ES	Setembro	Pessoa Física	1020	48
PRISCILA	Rodas aro 16"	MT	Agosto	Pessoa Física	1340	44
MIRIAN	Rodas aro 17"	AC	Setembro	Pessoa Física	1870	43
MURILO	Rodas aro 18"	RS	Maio	Pessoa Jurídica	1910	41
ROBERTO	Rodas aro 19"	RN	Novembro	Pessoa Jurídica	2240	40
MYSLAINE	Rodas aro 20"	MT	Maio	Pessoa Jurídica	2479	39
KATIA	Rodas aro 21"	AL	Setembro	Pessoa Física	3200	35
VANESSA	Rodas aro 22"	MS	Fevereiro	Pessoa Jurídica	3921	34
RENATA	Rodas aro 13"	MG	Agosto	Pessoa Física	780	33
CAIO	Rodas aro 14"	RJ	Março	Pessoa Física	980	29
PRISCILA	Rodas aro 15"	AP	Janeiro	Pessoa Física	1020	27
MIRIAN	Rodas aro 16"	SE	Maio	Pessoa Jurídica	1340	27
MURILO	Rodas aro 17"	RN	Julho	Pessoa Jurídica	1870	26
ROBERTO	Rodas aro 18"	SC	Novembro	Pessoa Jurídica	1910	26
MYSLAINE	Rodas aro 19"	RR	Abril	Pessoa Física	2240	26
KATIA	Rodas aro 20"	AL	Junho	Pessoa Jurídica	2479	25
VANESSA	Rodas aro 21"	AL	Agosto	Pessoa Física	3200	22
RENATA	Rodas aro 22"	AC	Junho	Pessoa Física	3921	20
CAIO	Rodas aro 13"	PR	Agosto	Pessoa Física	780	20
PRISCILA	Rodas aro 14"	MA	Maio	Pessoa Jurídica	980	18
MIRIAN	Rodas aro 15"	SC	Junho	Pessoa Jurídica	1020	17
MURILO	Rodas aro 16"	SC	Maio	Pessoa Jurídica	1340	16
ROBERTO	Rodas aro 17"	ES	Outubro	Pessoa Física	1870	14
MYSLAINE	Rodas aro 18"	DF	Abril	Pessoa Jurídica	1910	13
KATIA	Rodas aro 19"	AL	Dezembro	Pessoa Física	2240	13
VANESSA	Rodas aro 20"	PI	Janeiro	Pessoa Física	2479	12
RENATA	Rodas aro 21"	DF	Agosto	Pessoa Física	3200	11
CAIO	Rodas aro 22"	PR	Novembro	Pessoa Jurídica	3921	11
PRISCILA	Rodas aro 13"	AL	Abril	Pessoa Jurídica	780	8
MIRIAN	Rodas aro 14"	RN	Abril	Pessoa Jurídica	980	6
MURILO	Rodas aro 15"	SC	Julho	Pessoa Física	1020	6
ROBERTO	Rodas aro 16"	CE	Dezembro	Pessoa Jurídica	1340	3
MYSLAINE	Rodas aro 17"	PI	Julho	Pessoa Física	1870	1
KATIA	Rodas aro 18"	SE	Abril	Pessoa Física	1910	110
VANESSA	Rodas aro 19"	RS	Fevereiro	Pessoa Física	2240	109
RENATA	Rodas aro 20"	MA	Outubro	Pessoa Jurídica	2479	106
CAIO	Rodas aro 21"	MS	Julho	Pessoa Jurídica	3200	103
PRISCILA	Rodas aro 22"	GO	Abril	Pessoa Jurídica	3921	102
MIRIAN	Rodas aro 13"	PE	Dezembro	Pessoa Física	780	99
MURILO	Rodas aro 14"	AC	Junho	Pessoa Jurídica	980	96
ROBERTO	Rodas aro 15"	SC	Agosto	Pessoa Física	1020	96
MYSLAINE	Rodas aro 16"	RN	Julho	Pessoa Física	1340	93
KATIA	Rodas aro 17"	RO	Março	Pessoa Física	1870	91
VANESSA	Rodas aro 18"	SC	Março	Pessoa Jurídica	1910	90
RENATA	Rodas aro 19"	PA	Abril	Pessoa Jurídica	2240	89
CAIO	Rodas aro 20"	RS	Fevereiro	Pessoa Jurídica	2479	88
PRISCILA	Rodas aro 21"	MG	Outubro	Pessoa Física	3200	87
MIRIAN	Rodas aro 22"	MT	Junho	Pessoa Jurídica	3921	86
MURILO	Rodas aro 13"	GO	Novembro	Pessoa Física	780	86
ROBERTO	Rodas aro 14"	SC	Abril	Pessoa Física	980	85
MYSLAINE	Rodas aro 15"	RR	Novembro	Pessoa Física	1020	85
KATIA	Rodas aro 16"	SE	Agosto	Pessoa Jurídica	1340	82
VANESSA	Rodas aro 17"	AC	Julho	Pessoa Jurídica	1870	82
RENATA	Rodas aro 18"	AC	Março	Pessoa Jurídica	1910	82
CAIO	Rodas aro 19"	RJ	Fevereiro	Pessoa Física	2240	82
PRISCILA	Rodas aro 20"	DF	Fevereiro	Pessoa Jurídica	2479	82
MIRIAN	Rodas aro 21"	RR	Outubro	Pessoa Física	3200	81
MURILO	Rodas aro 22"	PR	Agosto	Pessoa Física	3921	80
ROBERTO	Rodas aro 13"	MA	Março	Pessoa Física	780	79
MYSLAINE	Rodas aro 14"	TO	Fevereiro	Pessoa Jurídica	980	76
KATIA	Rodas aro 15"	AP	Março	Pessoa Jurídica	1020	75
VANESSA	Rodas aro 16"	SC	Outubro	Pessoa Jurídica	1340	73
RENATA	Rodas aro 17"	AP	Março	Pessoa Física	1870	73
CAIO	Rodas aro 18"	MG	Novembro	Pessoa Jurídica	1910	73
PRISCILA	Rodas aro 19"	PA	Novembro	Pessoa Física	2240	72
MIRIAN	Rodas aro 20"	CE	Fevereiro	Pessoa Física	2479	72
MURILO	Rodas aro 21"	PR	Setembro	Pessoa Física	3200	66
ROBERTO	Rodas aro 22"	MA	Julho	Pessoa Jurídica	3921	66
MYSLAINE	Rodas aro 13"	RJ	Novembro	Pessoa Jurídica	780	66
KATIA	Rodas aro 14"	MT	Novembro	Pessoa Jurídica	980	65
VANESSA	Rodas aro 15"	AM	Setembro	Pessoa Física	1020	64
RENATA	Rodas aro 16"	AL	Novembro	Pessoa Jurídica	1340	63
CAIO	Rodas aro 17"	MT	Março	Pessoa Física	1870	63
PRISCILA	Rodas aro 18"	MA	Abril	Pessoa Física	1910	61
MIRIAN	Rodas aro 19"	DF	Fevereiro	Pessoa Física	2240	60
MURILO	Rodas aro 20"	PI	Abril	Pessoa Jurídica	2479	60
ROBERTO	Rodas aro 21"	AL	Abril	Pessoa Jurídica	3200	59
MYSLAINE	Rodas aro 22"	AL	Junho	Pessoa Jurídica	3921	58
KATIA	Rodas aro 13"	MA	Junho	Pessoa Física	780	58
VANESSA	Rodas aro 14"	AM	Janeiro	Pessoa Jurídica	980	57
RENATA	Rodas aro 15"	AP	Dezembro	Pessoa Física	1020	57
CAIO	Rodas aro 16"	CE	Junho	Pessoa Física	1340	57
PRISCILA	Rodas aro 17"	PA	Abril	Pessoa Física	1870	55
MIRIAN	Rodas aro 18"	AL	Maio	Pessoa Jurídica	1910	54
MURILO	Rodas aro 19"	RN	Novembro	Pessoa Jurídica	2240	54
ROBERTO	Rodas aro 20"	RN	Junho	Pessoa Jurídica	2479	52
MYSLAINE	Rodas aro 21"	MT	Abril	Pessoa Física	3200	51
KATIA	Rodas aro 22"	SC	Outubro	Pessoa Jurídica	3921	50
VANESSA	Rodas aro 13"	PB	Janeiro	Pessoa Física	780	50
RENATA	Rodas aro 14"	RR	Dezembro	Pessoa Física	980	49
CAIO	Rodas aro 15"	MA	Outubro	Pessoa Física	1020	49
PRISCILA	Rodas aro 16"	ES	Janeiro	Pessoa Jurídica	1340	48
MIRIAN	Rodas aro 17"	SC	Julho	Pessoa Jurídica	1870	45
MURILO	Rodas aro 18"	RN	Junho	Pessoa Jurídica	1910	45
ROBERTO	Rodas aro 19"	PI	Janeiro	Pessoa Física	2240	43
MYSLAINE	Rodas aro 20"	RN	Setembro	Pessoa Jurídica	2479	42
KATIA	Rodas aro 21"	MA	Dezembro	Pessoa Física	3200	41
VANESSA	Rodas aro 22"	CE	Setembro	Pessoa Física	3921	40
RENATA	Rodas aro 13"	RO	Junho	Pessoa Física	780	40
CAIO	Rodas aro 14"	PI	Maio	Pessoa Jurídica	980	39
PRISCILA	Rodas aro 15"	AL	Agosto	Pessoa Jurídica	1020	39
MIRIAN	Rodas aro 16"	BA	Maio	Pessoa Jurídica	1340	39
MURILO	Rodas aro 17"	MS	Maio	Pessoa Física	1870	38
ROBERTO	Rodas aro 18"	PE	Novembro	Pessoa Jurídica	1910	31
MYSLAINE	Rodas aro 19"	RO	Outubro	Pessoa Física	2240	29
KATIA	Rodas aro 20"	PR	Fevereiro	Pessoa Física	2479	28
VANESSA	Rodas aro 21"	RS	Fevereiro	Pessoa Física	3200	26
RENATA	Rodas aro 22"	PI	Janeiro	Pessoa Jurídica	3921	22
CAIO	Rodas aro 13"	PR	Dezembro	Pessoa Jurídica	780	21
PRISCILA	Rodas aro 14"	PR	Fevereiro	Pessoa Jurídica	980	19
MIRIAN	Rodas aro 15"	RR	Dezembro	Pessoa Física	1020	19
MURILO	Rodas aro 16"	PI	Agosto	Pessoa Jurídica	1340	17
ROBERTO	Rodas aro 17"	MG	Outubro	Pessoa Física	1870	14
MYSLAINE	Rodas aro 18"	AC	Junho	Pessoa Física	1910	12
KATIA	Rodas aro 19"	PA	Agosto	Pessoa Física	2240	10
VANESSA	Rodas aro 20"	SC	Abril	Pessoa Jurídica	2479	9
RENATA	Rodas aro 21"	AL	Janeiro	Pessoa Jurídica	3200	9
CAIO	Rodas aro 22"	RO	Fevereiro	Pessoa Jurídica	3921	9
PRISCILA	Rodas aro 13"	SP	Março	Pessoa Física	780	8
MIRIAN	Rodas aro 14"	RR	Março	Pessoa Jurídica	980	8
MURILO	Rodas aro 15"	RR	Abril	Pessoa Física	1020	8
ROBERTO	Rodas aro 16"	RR	Abril	Pessoa Física	1340	6
MYSLAINE	Rodas aro 17"	GO	Abril	Pessoa Física	1870	5
KATIA	Rodas aro 18"	BA	Agosto	Pessoa Jurídica	1910	4
VANESSA	Rodas aro 19"	AC	Outubro	Pessoa Jurídica	2240	2
RENATA	Rodas aro 20"	PI	Abril	Pessoa Jurídica	2479	110
CAIO	Rodas aro 21"	PI	Fevereiro	Pessoa Física	3200	110
PRISCILA	Rodas aro 22"	PE	Julho	Pessoa Jurídica	3921	109
MIRIAN	Rodas aro 13"	PA	Outubro	Pessoa Física	780	108
MURILO	Rodas aro 14"	SP	Maio	Pessoa Física	980	107
ROBERTO	Rodas aro 15"	SE	Setembro	Pessoa Física	1020	107
MYSLAINE	Rodas aro 16"	RO	Maio	Pessoa Jurídica	1340	107
KATIA	Rodas aro 17"	PB	Maio	Pessoa Jurídica	1870	106
VANESSA	Rodas aro 18"	MT	Abril	Pessoa Jurídica	1910	106
RENATA	Rodas aro 19"	AL	Abril	Pessoa Física	2240	104
CAIO	Rodas aro 20"	DF	Agosto	Pessoa Jurídica	2479	104
PRISCILA	Rodas aro 21"	AL	Janeiro	Pessoa Física	3200	103
MIRIAN	Rodas aro 22"	SC	Janeiro	Pessoa Física	3921	102
MURILO	Rodas aro 13"	RS	Junho	Pessoa Física	780	102
ROBERTO	Rodas aro 14"	MG	Novembro	Pessoa Jurídica	980	101
MYSLAINE	Rodas aro 15"	CE	Junho	Pessoa Jurídica	1020	99
KATIA	Rodas aro 16"	BA	Novembro	Pessoa Jurídica	1340	99
VANESSA	Rodas aro 17"	MG	Maio	Pessoa Física	1870	97
RENATA	Rodas aro 18"	RR	Novembro	Pessoa Jurídica	1910	96
CAIO	Rodas aro 19"	PI	Junho	Pessoa Física	2240	96
